Cycle	Now Cost	Total Cost
164	425	115550
165	649	116199
166	385	116584
167	226	116810
168	470	117280
169	638	117918
170	1350	119268
171	869	120137
172	764	120901
173	389	121290
174	533	121823
175	2152	123975
176	496	124471
177	0	124471
178	0	124471
179	547	125018
180	1102	126120
181	494	126614
182	259	126873
183	288	127161
184	871	128032
185	844	128876
186	288	129164
187	733	129897
188	393	130290
189	706	130996
190	663	131659
191	663	132322
192	572	132894
193	217	133111
194	555	133666
195	432	134098
196	745	134843
197	640	135483
198	365	135848
199	576	136424
200	1102	137526
201	207	137733
202	196	137929
203	516	138445
204	255	138700
205	1665	140365
206	537	140902
207	1094	141996
208	662	142658
209	1164	143822
210	647	144469
211	323	144792
212	343	145135
213	663	145798
214	839	146637
215	1980	148617
216	613	149230
217	948	150178
218	357	150535
219	478	151013
220	546	151559
221	856	152415
222	946	153361
223	607	153968
224	617	154585
225	984	155569
226	222	155791
227	457	156248
228	378	156626
229	262	156888
230	1066	157954
231	220	158174
232	649	158823
233	771	159594
234	510	160104
235	1483	161587
236	1063	162650
237	951	163601
238	664	164265
239	708	164973
240	840	165813
241	1201	167014
242	799	167813
243	590	168403
244	808	169211
245	1497	170708
246	1827	172535
247	1364	173899
248	1024	174923
249	1109	176032
250	607	176639
251	443	177082
252	1142	178224
253	1024	179248
254	825	180073
255	416	180489
256	518	181007
257	525	181532
258	564	182096
259	695	182791
260	385	183176
261	110	183286
262	491	183777
263	556	184333
264	657	184990
265	866	185856
266	415	186271
267	366	186637
268	805	187442
269	0	187442
270	593	188035
271	144	188179
272	259	188438
273	449	188887
274	103	188990
275	133	189123
276	286	189409
277	820	190229
278	360	190589
279	1080	191669
280	459	192128
281	324	192452
282	759	193211
283	135	193346
284	270	193616
285	152	193768
286	509	194277
287	450	194727
288	264	194991
289	601	195592
290	631	196223
291	128	196351
292	1183	197534
293	668	198202
294	539	198741
295	170	198911
296	360	199271
297	362	199633
298	570	200203
299	291	200494
300	551	201045
301	1056	202101
302	786	202887
303	503	203390
304	257	203647
305	311	203958
306	242	204200
307	134	204334
308	338	204672
309	439	205111
310	0	205111
311	362	205473
312	847	206320
313	114	206434
314	457	206891
315	156	207047
316	120	207167
317	427	207594
318	151	207745
319	384	208129
320	222	208351
321	461	208812
322	561	209373
323	249	209622
324	363	209985
325	457	210442
326	233	210675
327	553	211228
328	0	211228
329	0	211228
330	322	211550
331	389	211939
332	121	212060
333	590	212650
334	130	212780
335	214	212994
336	226	213220
337	224	213444
338	145	213589
339	202	213791
340	151	213942
341	210	214152
342	123	214275
343	285	214560
344	289	214849
345	152	215001
346	0	215001
347	145	215146
348	271	215417
349	272	215689
350	158	215847
351	165	216012
352	132	216144
353	0	216144
354	142	216286
355	0	216286
356	122	216408
357	102	216510
358	0	216510
359	227	216737
360	0	216737
361	153	216890
362	0	216890
363	542	217432
364	127	217559
365	146	217705
366	148	217853
367	261	218114
368	133	218247
369	0	218247
370	93	218340
371	236	218576
372	123	218699
373	247	218946
374	226	219172
375	499	219671
376	295	219966
377	161	220127
378	145	220272
379	114	220386
380	0	220386
381	285	220671
382	107	220778
383	119	220897
384	0	220897
385	139	221036
386	0	221036
387	283	221319
388	124	221443
389	0	221443
390	0	221443
391	0	221443
392	0	221443
393	0	221443
394	0	221443
395	120	221563
396	143	221706
397	0	221706
398	0	221706
399	0	221706
400	148	221854
401	0	221854
402	0	221854
403	0	221854
404	98	221952
405	0	221952
406	0	221952
407	99	222051
408	140	222191
409	115	222306
410	0	222306
411	120	222426
412	0	222426
413	112	222538
414	140	222678
415	0	222678
416	0	222678
417	0	222678
418	0	222678
419	159	222837
420	122	222959
421	118	223077
422	0	223077
423	138	223215
424	122	223337
425	0	223337
426	317	223654
427	164	223818
428	109	223927
429	140	224067
430	95	224162
431	0	224162
432	270	224432
433	93	224525
434	0	224525
435	0	224525
436	0	224525
437	0	224525
438	0	224525
439	0	224525
440	0	224525
441	0	224525
442	0	224525
443	0	224525
444	0	224525
445	0	224525
446	0	224525
447	0	224525
448	0	224525
449	0	224525
450	0	224525
451	0	224525
452	0	224525
453	0	224525
454	0	224525
455	0	224525
456	0	224525
457	0	224525
458	0	224525
459	0	224525
460	0	224525
461	0	224525
462	0	224525
463	0	224525
464	0	224525
465	0	224525
466	0	224525
467	0	224525
468	0	224525
469	0	224525
470	0	224525
471	0	224525
472	0	224525
473	0	224525
474	0	224525
475	0	224525
476	0	224525
477	0	224525
478	0	224525
479	0	224525
480	0	224525
481	0	224525
482	0	224525
483	0	224525
484	0	224525
485	0	224525
486	0	224525
487	0	224525
488	0	224525
489	0	224525
490	0	224525
491	0	224525
492	0	224525
493	0	224525
494	0	224525
495	0	224525
496	0	224525
497	0	224525
498	0	224525
499	0	224525
