Cycle	Now Cost	Total Cost
142	1009	301478
143	1191	302669
144	951	303620
145	1986	305606
146	928	306534
147	936	307470
148	1359	308829
149	668	309497
150	8818	318315
151	2089	320404
152	1100	321504
153	1517	323021
154	2169	325190
155	4521	329711
156	2189	331900
157	1907	333807
158	2206	336013
159	1995	338008
160	7255	345263
161	2207	347470
162	1547	349017
163	1064	350081
164	1020	351101
165	7256	358357
166	1968	360325
167	1320	361645
168	1638	363283
169	1120	364403
170	9758	374161
171	2131	376292
172	1382	377674
173	1325	378999
174	1187	380186
175	7238	387424
176	1812	389236
177	1467	390703
178	1194	391897
179	1128	393025
180	1413	394438
181	730	395168
182	678	395846
183	1308	397154
184	661	397815
185	2099	399914
186	581	400495
187	575	401070
188	304	401374
189	251	401625
190	3560	405185
191	1326	406511
192	1597	408108
193	1204	409312
194	1496	410808
195	2079	412887
196	1387	414274
197	406	414680
198	875	415555
199	1393	416948
200	83	417031
201	1480	418511
202	990	419501
203	1978	421479
204	333	421812
205	4960	426772
206	1827	428599
207	419	429018
208	1200	430218
209	446	430664
210	4335	434999
211	2772	437771
212	1413	439184
213	2335	441519
214	778	442297
215	5801	448098
216	2475	450573
217	1832	452405
218	1032	453437
219	1691	455128
220	6939	462067
221	2494	464561
222	1826	466387
223	1690	468077
224	1121	469198
225	6147	475345
226	2996	478341
227	1533	479874
228	1930	481804
229	1265	483069
230	6233	489302
231	2864	492166
232	1563	493729
233	1186	494915
234	2063	496978
235	8326	505304
236	3456	508760
237	2939	511699
238	1205	512904
239	2287	515191
240	6617	521808
241	2205	524013
242	3027	527040
243	1552	528592
244	959	529551
245	3870	533421
246	1609	535030
247	2418	537448
248	2138	539586
249	1132	540718
250	673	541391
251	752	542143
252	1609	543752
253	624	544376
254	1995	546371
255	1792	548163
256	1205	549368
257	466	549834
258	439	550273
259	228	550501
260	422	550923
261	419	551342
262	1010	552352
263	1680	554032
264	2417	556449
265	272	556721
266	2962	559683
267	404	560087
268	524	560611
269	15	560626
270	613	561239
271	0	561239
272	1140	562379
273	1813	564192
274	887	565079
275	961	566040
276	0	566040
277	415	566455
278	935	567390
279	2922	570312
280	315	570627
281	2062	572689
282	1030	573719
283	0	573719
284	2033	575752
285	1243	576995
286	649	577644
287	2091	579735
288	202	579937
289	0	579937
290	388	580325
291	2033	582358
292	442	582800
293	774	583574
294	1318	584892
295	1766	586658
296	248	586906
297	1334	588240
298	1291	589531
299	0	589531
300	1323	590854
301	3524	594378
302	235	594613
303	1379	595992
304	637	596629
305	1304	597933
306	4608	602541
307	2355	604896
308	915	605811
309	1977	607788
310	853	608641
311	2045	610686
312	1923	612609
313	563	613172
314	0	613172
315	2403	615575
316	377	615952
317	1106	617058
318	2324	619382
319	866	620248
320	2556	622804
321	1155	623959
322	1040	624999
323	3549	628548
324	2444	630992
325	1114	632106
326	1075	633181
327	191	633372
328	1125	634497
329	3531	638028
330	2468	640496
331	681	641177
332	4655	645832
333	309	646141
334	1915	648056
335	1301	649357
336	3072	652429
337	688	653117
338	0	653117
339	1286	654403
340	540	654943
341	709	655652
342	740	656392
343	627	657019
344	407	657426
345	1141	658567
346	1794	660361
347	4049	664410
348	1539	665949
349	368	666317
350	570	666887
351	2341	669228
352	0	669228
353	3371	672599
354	254	672853
355	2218	675071
356	370	675441
357	305	675746
358	7424	683170
359	1237	684407
360	2081	686488
361	1952	688440
362	1964	690404
363	3281	693685
364	576	694261
365	284	694545
366	3463	698008
367	415	698423
368	422	698845
369	368	699213
370	3396	702609
371	359	702968
372	0	702968
373	4265	707233
374	1145	708378
375	1129	709507
376	3976	713483
377	170	713653
378	2536	716189
379	0	716189
380	3632	719821
381	1507	721328
382	2591	723919
383	0	723919
384	1978	725897
385	3132	729029
386	1863	730892
387	3166	734058
388	243	734301
389	2257	736558
390	437	736995
391	2260	739255
392	1898	741153
393	3728	744881
394	1428	746309
395	1376	747685
396	2401	750086
397	5137	755223
398	2401	757624
399	4357	761981
400	1169	763150
401	0	763150
402	0	763150
403	3118	766268
404	1068	767336
405	2034	769370
406	226	769596
407	594	770190
408	148	770338
409	2179	772517
410	1114	773631
411	1091	774722
412	504	775226
413	385	775611
414	2333	777944
415	588	778532
416	1897	780429
417	2696	783125
418	2507	785632
419	1535	787167
420	2015	789182
421	2682	791864
422	1115	792979
423	1813	794792
424	1620	796412
425	1823	798235
426	503	798738
427	3847	802585
428	2149	804734
429	2740	807474
430	2993	810467
431	2586	813053
432	362	813415
433	1309	814724
434	2033	816757
435	2144	818901
436	2130	821031
437	2947	823978
438	0	823978
439	3234	827212
440	6178	833390
441	1591	834981
442	2113	837094
443	0	837094
444	1192	838286
445	2872	841158
446	3429	844587
447	842	845429
448	3314	848743
449	1132	849875
450	1693	851568
451	3106	854674
452	2391	857065
453	2973	860038
454	750	860788
455	1813	862601
456	1349	863950
457	584	864534
458	1537	866071
459	595	866666
460	3150	869816
461	4200	874016
462	2989	877005
463	1441	878446
464	1111	879557
465	4751	884308
466	849	885157
467	688	885845
468	2120	887965
469	1882	889847
470	1080	890927
471	1508	892435
472	342	892777
473	1564	894341
474	589	894930
475	0	894930
476	5906	900836
477	3977	904813
478	2246	907059
479	1560	908619
480	0	908619
481	6873	915492
482	1537	917029
483	650	917679
484	0	917679
485	2901	920580
486	4626	925206
487	0	925206
488	84	925290
489	4664	929954
490	677	930631
491	4918	935549
492	1083	936632
493	2542	939174
494	1167	940341
495	1329	941670
496	1057	942727
497	0	942727
498	0	942727
499	425	943152
