Cycle	Now Cost	Total Cost
142	1009	290368
143	653	291021
144	700	291721
145	1202	292923
146	710	293633
147	936	294569
148	1070	295639
149	528	296167
150	8818	304985
151	2093	307078
152	852	307930
153	1022	308952
154	778	309730
155	4181	313911
156	1884	315795
157	1138	316933
158	1041	317974
159	1028	319002
160	7255	326257
161	2015	328272
162	1547	329819
163	1064	330883
164	1020	331903
165	7159	339062
166	1968	341030
167	1320	342350
168	1389	343739
169	936	344675
170	9758	354433
171	2131	356564
172	1382	357946
173	1325	359271
174	930	360201
175	7238	367439
176	1812	369251
177	1467	370718
178	1194	371912
179	1128	373040
180	882	373922
181	730	374652
182	678	375330
183	590	375920
184	447	376367
185	473	376840
186	423	377263
187	924	378187
188	304	378491
189	693	379184
190	3613	382797
191	1326	384123
192	1597	385720
193	996	386716
194	843	387559
195	2079	389638
196	1409	391047
197	208	391255
198	720	391975
199	1165	393140
200	83	393223
201	721	393944
202	292	394236
203	412	394648
204	333	394981
205	4507	399488
206	1042	400530
207	419	400949
208	644	401593
209	446	402039
210	4085	406124
211	1591	407715
212	1413	409128
213	1004	410132
214	778	410910
215	5540	416450
216	1326	417776
217	1055	418831
218	1032	419863
219	1422	421285
220	6939	428224
221	1744	429968
222	1054	431022
223	1253	432275
224	1121	433396
225	4628	438024
226	1866	439890
227	480	440370
228	794	441164
229	494	441658
230	4923	446581
231	1924	448505
232	1213	449718
233	965	450683
234	662	451345
235	6740	458085
236	2445	460530
237	1292	461822
238	1082	462904
239	798	463702
240	6241	469943
241	1176	471119
242	1391	472510
243	1145	473655
244	959	474614
245	3643	478257
246	1609	479866
247	1213	481079
248	894	481973
249	926	482899
250	673	483572
251	752	484324
252	505	484829
253	477	485306
254	336	485642
255	542	486184
256	399	486583
257	292	486875
258	241	487116
259	228	487344
260	206	487550
261	186	487736
262	49	487785
263	78	487863
264	57	487920
265	75	487995
266	41	488036
267	55	488091
268	13	488104
269	15	488119
270	22	488141
271	0	488141
272	0	488141
273	0	488141
274	0	488141
275	0	488141
276	0	488141
277	0	488141
278	0	488141
279	0	488141
280	0	488141
281	0	488141
282	0	488141
283	0	488141
284	0	488141
285	0	488141
286	0	488141
287	0	488141
288	0	488141
289	0	488141
290	0	488141
291	0	488141
292	0	488141
293	0	488141
294	0	488141
295	0	488141
296	0	488141
297	0	488141
298	0	488141
299	0	488141
300	0	488141
301	0	488141
302	0	488141
303	0	488141
304	0	488141
305	0	488141
306	0	488141
307	0	488141
308	0	488141
309	0	488141
310	0	488141
311	0	488141
312	0	488141
313	0	488141
314	0	488141
315	0	488141
316	0	488141
317	0	488141
318	0	488141
319	0	488141
320	0	488141
321	0	488141
322	0	488141
323	0	488141
324	0	488141
325	0	488141
326	0	488141
327	0	488141
328	0	488141
329	0	488141
330	0	488141
331	0	488141
332	0	488141
333	0	488141
334	0	488141
335	0	488141
336	0	488141
337	0	488141
338	0	488141
339	0	488141
340	0	488141
341	0	488141
342	0	488141
343	0	488141
344	0	488141
345	0	488141
346	0	488141
347	0	488141
348	0	488141
349	0	488141
350	0	488141
351	0	488141
352	0	488141
353	0	488141
354	0	488141
355	0	488141
356	0	488141
357	0	488141
358	0	488141
359	0	488141
360	0	488141
361	0	488141
362	0	488141
363	0	488141
364	0	488141
365	0	488141
366	0	488141
367	0	488141
368	0	488141
369	0	488141
370	0	488141
371	0	488141
372	0	488141
373	0	488141
374	0	488141
375	0	488141
376	0	488141
377	0	488141
378	0	488141
379	0	488141
380	0	488141
381	0	488141
382	0	488141
383	0	488141
384	0	488141
385	0	488141
386	0	488141
387	0	488141
388	0	488141
389	0	488141
390	0	488141
391	0	488141
392	0	488141
393	0	488141
394	0	488141
395	0	488141
396	0	488141
397	0	488141
398	0	488141
399	0	488141
400	0	488141
401	0	488141
402	0	488141
403	0	488141
404	0	488141
405	0	488141
406	0	488141
407	0	488141
408	0	488141
409	0	488141
410	0	488141
411	0	488141
412	0	488141
413	0	488141
414	0	488141
415	0	488141
416	0	488141
417	0	488141
418	0	488141
419	0	488141
420	0	488141
421	0	488141
422	0	488141
423	0	488141
424	0	488141
425	0	488141
426	0	488141
427	0	488141
428	0	488141
429	0	488141
430	0	488141
431	0	488141
432	0	488141
433	0	488141
434	0	488141
435	0	488141
436	0	488141
437	0	488141
438	0	488141
439	0	488141
440	0	488141
441	0	488141
442	0	488141
443	0	488141
444	0	488141
445	0	488141
446	0	488141
447	0	488141
448	0	488141
449	0	488141
450	0	488141
451	0	488141
452	0	488141
453	0	488141
454	0	488141
455	0	488141
456	0	488141
457	0	488141
458	0	488141
459	0	488141
460	0	488141
461	0	488141
462	0	488141
463	0	488141
464	0	488141
465	0	488141
466	0	488141
467	0	488141
468	0	488141
469	0	488141
470	0	488141
471	0	488141
472	0	488141
473	0	488141
474	0	488141
475	0	488141
476	0	488141
477	0	488141
478	0	488141
479	0	488141
480	0	488141
481	0	488141
482	0	488141
483	0	488141
484	0	488141
485	0	488141
486	0	488141
487	0	488141
488	0	488141
489	0	488141
490	0	488141
491	0	488141
492	0	488141
493	0	488141
494	0	488141
495	0	488141
496	0	488141
497	0	488141
498	0	488141
499	0	488141
