Cycle	Now Cost	Average Cost
186	992	1664.8770053475937
187	734	1659.9255319148936
188	374	1653.1216931216932
189	550	1647.3157894736842
190	4559	1662.5602094240837
191	1214	1660.2239583333333
192	1023	1656.9222797927462
193	1013	1653.6030927835052
194	729	1648.8615384615384
195	663	1643.8316326530612
196	900	1640.0558375634519
197	397	1633.7777777777778
198	396	1627.5577889447236
199	863	1623.735
200	4744	1639.2587064676618
201	1454	1638.3415841584158
202	792	1634.1724137931035
203	576	1628.985294117647
204	874	1625.3024390243902
205	4634	1639.9077669902913
206	1672	1640.0628019323672
207	1304	1638.4471153846155
208	1152	1636.1196172248804
209	913	1632.6761904761904
210	1426	1631.696682464455
211	1132	1629.3396226415093
212	905	1625.9389671361503
213	905	1622.5700934579438
214	849	1618.9720930232559
215	1041	1616.2962962962963
216	537	1611.3225806451612
217	298	1605.2981651376147
218	861	1601.8995433789955
219	678	1597.7
220	215	1591.4434389140272
221	195	1585.1531531531532
222	243	1579.134529147982
223	505	1574.3392857142858
224	142	1567.9733333333334
225	2325	1571.3230088495575
226	623	1567.1453744493392
227	443	1562.2149122807018
228	803	1558.8995633187774
229	819	1555.682608695652
230	2386	1559.2770562770563
231	1342	1558.3405172413793
232	648	1554.4334763948498
233	513	1549.982905982906
234	460	1545.344680851064
235	9314	1578.2627118644068
236	1612	1578.4050632911392
237	1096	1576.3781512605042
238	894	1573.5230125523012
239	601	1569.4708333333333
240	521	1565.1203319502074
241	622	1561.2231404958677
242	569	1557.1399176954733
243	468	1552.6762295081967
244	790	1549.5632653061225
245	4263	1560.5934959349593
246	1548	1560.5425101214576
247	857	1557.7056451612902
248	842	1554.8313253012047
249	772	1551.7
250	672	1548.195219123506
251	644	1544.607142857143
252	303	1539.699604743083
253	588	1535.9527559055118
254	550	1532.0862745098038
255	355	1527.48828125
256	142	1522.0972762645915
257	447	1517.9302325581396
258	134	1512.5868725868727
259	101	1507.1576923076923
260	209	1502.183908045977
261	72	1496.7251908396947
262	62	1491.2699619771863
263	85	1485.9431818181818
264	43	1480.4981132075472
265	37	1475.0714285714287
266	19	1469.6179775280898
267	24	1464.2238805970148
268	11	1458.82156133829
269	5	1453.437037037037
270	0	1448.0738007380073
271	0	1442.75
272	0	1437.4652014652015
273	4	1432.2335766423357
274	0	1427.0254545454545
275	0	1421.855072463768
276	0	1416.7220216606497
277	0	1411.6258992805756
278	0	1406.5663082437277
279	0	1401.5428571428572
280	0	1396.5551601423488
281	0	1391.6028368794325
282	0	1386.6855123674911
283	0	1381.8028169014085
284	0	1376.9543859649123
285	0	1372.13986013986
286	0	1367.3588850174217
287	0	1362.611111111111
288	0	1357.8961937716263
289	0	1353.2137931034483
290	0	1348.5635738831616
291	0	1343.945205479452
292	0	1339.358361774744
293	0	1334.8027210884354
294	0	1330.277966101695
295	0	1325.7837837837837
296	0	1321.3198653198654
297	0	1316.8859060402685
298	0	1312.4816053511706
299	0	1308.1066666666666
300	0	1303.7607973421927
301	0	1299.4437086092714
302	0	1295.1551155115512
303	0	1290.8947368421052
304	0	1286.6622950819672
305	0	1282.4575163398692
306	0	1278.2801302931596
307	0	1274.1298701298701
308	0	1270.0064724919093
309	0	1265.909677419355
310	0	1261.83922829582
311	0	1257.7948717948718
312	0	1253.776357827476
313	0	1249.783439490446
314	0	1245.815873015873
315	0	1241.873417721519
316	0	1237.955835962145
317	0	1234.062893081761
318	0	1230.194357366771
319	0	1226.35
320	0	1222.5295950155764
321	0	1218.7329192546583
322	0	1214.9597523219813
323	0	1211.20987654321
324	0	1207.4830769230769
325	0	1203.7791411042945
326	0	1200.097859327217
327	0	1196.439024390244
328	0	1192.8024316109422
329	0	1189.1878787878788
330	0	1185.595166163142
331	0	1182.0240963855422
332	0	1178.4744744744744
333	0	1174.9461077844312
334	0	1171.4388059701494
335	0	1167.952380952381
336	0	1164.486646884273
337	0	1161.0414201183432
338	0	1157.6165191740413
339	0	1154.2117647058824
340	0	1150.8269794721407
341	0	1147.4619883040937
342	0	1144.1166180758019
343	0	1140.7906976744187
344	0	1137.4840579710144
345	0	1134.1965317919075
346	0	1130.92795389049
347	0	1127.6781609195402
348	0	1124.4469914040114
349	0	1121.2342857142858
350	0	1118.0398860398861
351	0	1114.8636363636363
352	0	1111.7053824362606
353	0	1108.5649717514125
354	0	1105.4422535211268
355	0	1102.3370786516855
356	0	1099.2492997198879
357	0	1096.1787709497207
358	0	1093.125348189415
359	0	1090.088888888889
360	0	1087.0692520775624
361	0	1084.0662983425414
362	0	1081.0798898071625
363	0	1078.10989010989
364	0	1075.1561643835616
365	0	1072.2185792349726
366	0	1069.2970027247957
367	0	1066.391304347826
368	0	1063.5013550135502
369	0	1060.627027027027
370	0	1057.7681940700809
371	0	1054.9247311827958
372	0	1052.0965147453082
373	0	1049.283422459893
374	0	1046.4853333333333
375	0	1043.7021276595744
376	0	1040.9336870026525
377	0	1038.1798941798943
378	0	1035.4406332453825
379	0	1032.7157894736843
380	0	1030.005249343832
381	0	1027.3089005235602
382	0	1024.626631853786
383	0	1021.9583333333334
384	0	1019.3038961038961
385	0	1016.6632124352332
386	0	1014.0361757105943
387	0	1011.4226804123712
388	0	1008.8226221079691
389	0	1006.2358974358974
390	0	1003.6624040920716
391	0	1001.1020408163265
392	0	998.5547073791348
393	0	996.0203045685279
394	0	993.4987341772152
395	0	990.989898989899
396	0	988.4937027707808
397	0	986.0100502512563
398	0	983.5388471177945
399	0	981.08
400	0	978.6334164588528
401	0	976.1990049751244
402	0	973.7766749379653
403	0	971.3663366336634
404	0	968.9679012345679
405	0	966.5812807881773
406	0	964.2063882063882
407	0	961.843137254902
408	0	959.4914425427872
409	0	957.1512195121951
410	0	954.8223844282238
411	0	952.504854368932
412	0	950.1985472154963
413	0	947.903381642512
414	0	945.6192771084337
415	0	943.3461538461538
416	0	941.083932853717
417	0	938.8325358851674
418	0	936.5918854415274
419	0	934.3619047619047
420	0	932.1425178147268
421	0	929.9336492890995
422	0	927.7352245862884
423	0	925.5471698113207
424	0	923.3694117647059
425	0	921.2018779342723
426	0	919.0444964871194
427	0	916.8971962616822
428	0	914.7599067599068
429	0	912.6325581395349
430	0	910.5150812064966
431	0	908.4074074074074
432	0	906.3094688221709
433	0	904.221198156682
434	0	902.1425287356321
435	0	900.0733944954128
436	0	898.0137299771167
437	0	895.9634703196347
438	0	893.9225512528474
439	0	891.8909090909091
440	0	889.8684807256236
441	0	887.8552036199095
442	0	885.8510158013544
443	0	883.8558558558559
444	0	881.8696629213483
445	0	879.8923766816143
446	0	877.923937360179
447	0	875.9642857142857
448	0	874.0133630289532
449	0	872.0711111111111
450	0	870.1374722838137
451	0	868.212389380531
452	0	866.2958057395143
453	0	864.3876651982379
454	0	862.487912087912
455	0	860.5964912280701
456	0	858.7133479212254
457	0	856.8384279475982
458	0	854.9716775599129
459	0	853.1130434782609
460	0	851.2624728850326
461	0	849.4199134199134
462	0	847.585313174946
463	0	845.7586206896551
464	0	843.9397849462366
465	0	842.1287553648069
466	0	840.3254817987153
467	0	838.5299145299145
468	0	836.7420042643923
469	0	834.9617021276596
470	0	833.1889596602972
471	0	831.4237288135594
472	0	829.6659619450318
473	0	827.915611814346
474	0	826.1726315789474
475	0	824.436974789916
476	0	822.7085953878407
477	0	820.9874476987447
478	0	819.2734864300626
479	0	817.5666666666667
480	0	815.8669438669439
481	0	814.1742738589212
482	0	812.488612836439
483	0	810.8099173553719
484	0	809.1381443298969
485	0	807.4732510288065
486	0	805.8151950718686
487	0	804.1639344262295
488	0	802.519427402863
489	0	800.8816326530613
490	0	799.2505091649695
491	0	797.6260162601626
492	0	796.0081135902637
493	0	794.3967611336033
494	0	792.7919191919192
495	0	791.1935483870968
496	0	789.6016096579477
497	0	788.0160642570281
498	0	786.436873747495
499	0	784.864
