Cycle	Now Cost	Total Cost
362	130	248679
363	398	249077
364	396	249473
365	117	249590
366	397	249987
367	196	250183
368	206	250389
369	430	250819
370	109	250928
371	105	251033
372	313	251346
373	95	251441
374	0	251441
375	0	251441
376	0	251441
377	0	251441
378	0	251441
379	0	251441
380	0	251441
381	0	251441
382	0	251441
383	0	251441
384	0	251441
385	0	251441
386	0	251441
387	0	251441
388	0	251441
389	0	251441
390	0	251441
391	0	251441
392	0	251441
393	0	251441
394	0	251441
395	0	251441
396	0	251441
397	0	251441
398	0	251441
399	0	251441
400	0	251441
401	0	251441
402	0	251441
403	0	251441
404	0	251441
405	0	251441
406	0	251441
407	0	251441
408	0	251441
409	0	251441
410	0	251441
411	0	251441
412	0	251441
413	0	251441
414	0	251441
415	0	251441
416	0	251441
417	0	251441
418	0	251441
419	0	251441
420	0	251441
421	0	251441
422	0	251441
423	0	251441
424	0	251441
425	0	251441
426	0	251441
427	0	251441
428	0	251441
429	0	251441
430	0	251441
431	0	251441
432	0	251441
433	0	251441
434	0	251441
435	0	251441
436	0	251441
437	0	251441
438	0	251441
439	0	251441
440	0	251441
441	0	251441
442	0	251441
443	0	251441
444	0	251441
445	0	251441
446	0	251441
447	0	251441
448	0	251441
449	0	251441
450	0	251441
451	0	251441
452	0	251441
453	0	251441
454	0	251441
455	0	251441
456	0	251441
457	0	251441
458	0	251441
459	0	251441
460	0	251441
461	0	251441
462	0	251441
463	0	251441
464	0	251441
465	0	251441
466	0	251441
467	0	251441
468	0	251441
469	0	251441
470	0	251441
471	0	251441
472	0	251441
473	0	251441
474	0	251441
475	0	251441
476	0	251441
477	0	251441
478	0	251441
479	0	251441
480	0	251441
481	0	251441
482	0	251441
483	0	251441
484	0	251441
485	0	251441
486	0	251441
487	0	251441
488	0	251441
489	0	251441
490	0	251441
491	0	251441
492	0	251441
493	0	251441
494	0	251441
495	0	251441
496	0	251441
497	0	251441
498	0	251441
499	0	251441
