cycle	occupancy
404	3.045269E7
405	3.045519E7
406	3.045769E7
407	3.046019E7
408	3.046269E7
409	3.046519E7
410	3.046769E7
411	3.047019E7
412	3.047269E7
413	3.047519E7
414	3.047769E7
415	3.048019E7
416	3.048269E7
417	3.048519E7
418	3.048769E7
419	3.049019E7
420	3.049269E7
421	3.049519E7
422	3.049769E7
423	3.050019E7
424	3.050269E7
425	3.050519E7
426	3.050769E7
427	3.051019E7
428	3.051269E7
429	3.051519E7
430	3.051769E7
431	3.052019E7
432	3.052269E7
433	3.052519E7
434	3.052769E7
435	3.053019E7
436	3.053269E7
437	3.053519E7
438	3.053769E7
439	3.054019E7
440	3.054269E7
441	3.054519E7
442	3.054769E7
443	3.055019E7
444	3.055269E7
445	3.055519E7
446	3.055769E7
447	3.056019E7
448	3.056269E7
449	3.056519E7
450	3.056769E7
451	3.057019E7
452	3.057269E7
453	3.057519E7
454	3.057769E7
455	3.058019E7
456	3.058269E7
457	3.058519E7
458	3.058769E7
459	3.059019E7
460	3.059269E7
461	3.059519E7
462	3.059769E7
463	3.060019E7
464	3.060269E7
465	3.060519E7
466	3.060769E7
467	3.061019E7
468	3.061269E7
469	3.061519E7
470	3.061769E7
471	3.062019E7
472	3.062269E7
473	3.062519E7
474	3.062769E7
475	3.063019E7
476	3.063269E7
477	3.063519E7
478	3.063769E7
479	3.064019E7
480	3.064269E7
481	3.064519E7
482	3.064769E7
483	3.065019E7
484	3.065269E7
485	3.065519E7
486	3.065769E7
487	3.066019E7
488	3.066269E7
489	3.066519E7
490	3.066769E7
491	3.067019E7
492	3.067269E7
493	3.067519E7
494	3.067769E7
495	3.068019E7
496	3.068269E7
497	3.068519E7
498	3.068769E7
499	3.069019E7

