Cycle	Now Cost	Total Cost
347	2788	411172
348	1386	412558
349	1485	414043
350	396	414439
351	1586	416025
352	2180	418205
353	1782	419987
354	2871	422858
355	495	423353
356	1884	425237
357	1683	426920
358	3861	430781
359	3168	433949
360	3084	437033
361	1881	438914
362	5446	444360
363	1782	446142
364	2277	448419
365	993	449412
366	1386	450798
367	1881	452679
368	2673	455352
369	4356	459708
370	396	460104
371	1386	461490
372	3390	464880
373	3665	468545
374	1782	470327
375	2882	473209
376	1386	474595
377	2673	477268
378	792	478060
379	2574	480634
380	2376	483010
381	396	483406
382	3179	486585
383	2079	488664
384	990	489654
385	2475	492129
386	495	492624
387	602	493226
388	3168	496394
389	2178	498572
390	1091	499663
391	1386	501049
392	1098	502147
393	1188	503335
394	3267	506602
395	693	507295
396	2286	509581
397	396	509977
398	396	510373
399	1089	511462
400	1584	513046
401	1287	514333
402	2079	516412
403	1485	517897
404	990	518887
405	198	519085
406	693	519778
407	1386	521164
408	1089	522253
409	895	523148
410	3762	526910
411	99	527009
412	3564	530573
413	1386	531959
414	792	532751
415	693	533444
416	1584	535028
417	1782	536810
418	693	537503
419	693	538196
420	1089	539285
421	3960	543245
422	1188	544433
423	3069	547502
424	1089	548591
425	2079	550670
426	1584	552254
427	297	552551
428	2682	555233
429	1714	556947
430	495	557442
431	1584	559026
432	1485	560511
433	4315	564826
434	2673	567499
435	495	567994
436	1486	569480
437	810	570290
438	1089	571379
439	396	571775
440	693	572468
441	2579	575047
442	4077	579124
443	1982	581106
444	99	581205
445	1635	582840
446	2644	585484
447	4661	590145
448	3567	593712
449	2574	596286
450	1287	597573
451	2084	599657
452	2483	602140
453	3762	605902
454	396	606298
455	693	606991
456	2277	609268
457	792	610060
458	5843	615903
459	893	616796
460	2871	619667
461	2929	622596
462	554	623150
463	1782	624932
464	760	625692
465	1881	627573
466	1683	629256
467	0	629256
468	1089	630345
469	0	630345
470	2673	633018
471	99	633117
472	693	633810
473	2772	636582
474	396	636978
475	2772	639750
476	0	639750
477	2772	642522
478	2376	644898
479	1881	646779
480	396	647175
481	2376	649551
482	0	649551
483	2574	652125
484	2772	654897
485	2970	657867
486	2278	660145
487	198	660343
488	2182	662525
489	198	662723
490	1782	664505
491	2079	666584
492	1386	667970
493	990	668960
494	495	669455
495	1386	670841
496	693	671534
497	2079	673613
498	1683	675296
499	1683	676979
