cycle	occupancy
400	3.382867E7
401	3.382867E7
402	3.382867E7
403	3.382867E7
404	3.382867E7
405	3.382867E7
406	3.382867E7
407	3.382867E7
408	3.382867E7
409	3.382867E7
410	3.382867E7
411	3.382867E7
412	3.382867E7
413	3.382867E7
414	3.382867E7
415	3.382867E7
416	3.382867E7
417	3.382867E7
418	3.382867E7
419	3.382867E7
420	3.382867E7
421	3.382867E7
422	3.382867E7
423	3.382867E7
424	3.382867E7
425	3.382867E7
426	3.382867E7
427	3.382867E7
428	3.382867E7
429	3.382867E7
430	3.382867E7
431	3.382867E7
432	3.382867E7
433	3.382867E7
434	3.382867E7
435	3.382867E7
436	3.382867E7
437	3.382867E7
438	3.382867E7
439	3.382867E7
440	3.382867E7
441	3.382867E7
442	3.382867E7
443	3.382867E7
444	3.382867E7
445	3.382867E7
446	3.382867E7
447	3.382867E7
448	3.382867E7
449	3.382867E7
450	3.382867E7
451	3.382867E7
452	3.382867E7
453	3.382867E7
454	3.382867E7
455	3.382867E7
456	3.382867E7
457	3.382867E7
458	3.382867E7
459	3.382867E7
460	3.382867E7
461	3.382867E7
462	3.382867E7
463	3.382867E7
464	3.382867E7
465	3.382867E7
466	3.382867E7
467	3.382867E7
468	3.382867E7
469	3.382867E7
470	3.382867E7
471	3.382867E7
472	3.382867E7
473	3.382867E7
474	3.382867E7
475	3.382867E7
476	3.382867E7
477	3.382867E7
478	3.382867E7
479	3.382867E7
480	3.382867E7
481	3.382867E7
482	3.382867E7
483	3.382867E7
484	3.382867E7
485	3.382867E7
486	3.382867E7
487	3.382867E7
488	3.382867E7
489	3.382867E7
490	3.382867E7
491	3.382867E7
492	3.382867E7
493	3.382867E7
494	3.382867E7
495	3.382867E7
496	3.382867E7
497	3.382867E7
498	3.382867E7
499	3.382867E7

